BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,CryptoDB-42_CmurisRN66,3981,3938,GFF,http://CryptoDB.org/common/downloads/release-42/CmurisRN66/gff/data/CryptoDB-42_CmurisRN66.gff,42,Cryptosporidium muris RN66,441375,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Cryptosporidium muris RN66,CryptoDB 42 annotations for Cryptosporidium muris RN66,OrgDb,SQLiteFile,org.Cryptosporidium_muris_RN66.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptosporidium_muris_RN66.crypto.db.sqlite
3.9,CryptoDB-42_CparvumIowaII,4020,3935,GFF,http://CryptoDB.org/common/downloads/release-42/CparvumIowaII/gff/data/CryptoDB-42_CparvumIowaII.gff,42,Cryptosporidium parvum Iowa II,353152,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Cryptosporidium parvum Iowa II,CryptoDB 42 annotations for Cryptosporidium parvum Iowa II,OrgDb,SQLiteFile,org.Cryptosporidium_parvum_Iowa_II.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptosporidium_parvum_Iowa_II.crypto.db.sqlite
3.9,CryptoDB-42_CspchipmunkLX2015,NA,NA,GFF,http://CryptoDB.org/common/downloads/release-42/CspchipmunkLX2015/gff/data/CryptoDB-42_CspchipmunkLX2015.gff,42,Cryptosporidium sp. chipmunk LX-2015,1603071,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Cryptosporidium sp. chipmunk LX-2015,CryptoDB 42 annotations for Cryptosporidium sp. chipmunk LX-2015,OrgDb,SQLiteFile,org.Cryptosporidium_sp_chipmunk_LX-2015.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptosporidium_sp_chipmunk_LX-2015.crypto.db.sqlite
3.9,CryptoDB-42_CtyzzeriUGA55,4038,3948,GFF,http://CryptoDB.org/common/downloads/release-42/CtyzzeriUGA55/gff/data/CryptoDB-42_CtyzzeriUGA55.gff,42,Cryptosporidium tyzzeri isolate UGA55,NA,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Cryptosporidium tyzzeri isolate UGA55,CryptoDB 42 annotations for Cryptosporidium tyzzeri isolate UGA55,OrgDb,SQLiteFile,org.Cryptosporidium_tyzzeri_isolate_UGA55.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptosporidium_tyzzeri_isolate_UGA55.crypto.db.sqlite
3.9,CryptoDB-42_Cubiquitum39726,3811,3735,GFF,http://CryptoDB.org/common/downloads/release-42/Cubiquitum39726/gff/data/CryptoDB-42_Cubiquitum39726.gff,42,Cryptosporidium ubiquitum isolate 39726,NA,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Cryptosporidium ubiquitum isolate 39726,CryptoDB 42 annotations for Cryptosporidium ubiquitum isolate 39726,OrgDb,SQLiteFile,org.Cryptosporidium_ubiquitum_isolate_39726.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Cryptosporidium_ubiquitum_isolate_39726.crypto.db.sqlite
3.9,CryptoDB-42_GniphandrodesUnknown,6606,4197,GFF,http://CryptoDB.org/common/downloads/release-42/GniphandrodesUnknown/gff/data/CryptoDB-42_GniphandrodesUnknown.gff,42,Gregarina niphandrodes Unknown strain,NA,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Gregarina niphandrodes Unknown strain,CryptoDB 42 annotations for Gregarina niphandrodes Unknown strain,OrgDb,SQLiteFile,org.Gregarina_niphandrodes_Unknown_strain.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Gregarina_niphandrodes_Unknown_strain.crypto.db.sqlite
3.9,CryptoDB-42_VbrassicaformisCCMP3155,23503,18207,GFF,http://CryptoDB.org/common/downloads/release-42/VbrassicaformisCCMP3155/gff/data/CryptoDB-42_VbrassicaformisCCMP3155.gff,42,Vitrella brassicaformis CCMP3155,1169540,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium",Genome wide annotations for Vitrella brassicaformis CCMP3155,CryptoDB 42 annotations for Vitrella brassicaformis CCMP3155,OrgDb,SQLiteFile,org.Vitrella_brassicaformis_CCMP3155.crypto.db.sqlite,EuPathDB/OrgDb/3.9/org.Vitrella_brassicaformis_CCMP3155.crypto.db.sqlite
3.9,FungiDB-42_Acandida2VRR,15896,13036,GFF,http://FungiDB.org/common/downloads/release-42/Acandida2VRR/gff/data/FungiDB-42_Acandida2VRR.gff,42,Albugo candida 2VRR,911350,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Albugo candida 2VRR,FungiDB 42 annotations for Albugo candida 2VRR,OrgDb,SQLiteFile,org.Albugo_candida_2VRR.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Albugo_candida_2VRR.fungi.db.sqlite
3.9,FungiDB-42_AlaibachiiNc14,14629,12710,GFF,http://FungiDB.org/common/downloads/release-42/AlaibachiiNc14/gff/data/FungiDB-42_AlaibachiiNc14.gff,42,Albugo laibachii Nc14,890382,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Albugo laibachii Nc14,FungiDB 42 annotations for Albugo laibachii Nc14,OrgDb,SQLiteFile,org.Albugo_laibachii_Nc14.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Albugo_laibachii_Nc14.fungi.db.sqlite
3.9,FungiDB-42_AmacrogynusATCC38327,19333,16857,GFF,http://FungiDB.org/common/downloads/release-42/AmacrogynusATCC38327/gff/data/FungiDB-42_AmacrogynusATCC38327.gff,42,Allomyces macrogynus ATCC 38327,578462,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Allomyces macrogynus ATCC 38327,FungiDB 42 annotations for Allomyces macrogynus ATCC 38327,OrgDb,SQLiteFile,org.Allomyces_macrogynus_ATCC_38327.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Allomyces_macrogynus_ATCC_38327.fungi.db.sqlite
3.9,FungiDB-42_AastaciAPO3,19584,17293,GFF,http://FungiDB.org/common/downloads/release-42/AastaciAPO3/gff/data/FungiDB-42_AastaciAPO3.gff,42,Aphanomyces astaci strain APO3,NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aphanomyces astaci strain APO3,FungiDB 42 annotations for Aphanomyces astaci strain APO3,OrgDb,SQLiteFile,org.Aphanomyces_astaci_strain_APO3.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aphanomyces_astaci_strain_APO3.fungi.db.sqlite
3.9,FungiDB-42_AinvadansNJM9701,15416,14073,GFF,http://FungiDB.org/common/downloads/release-42/AinvadansNJM9701/gff/data/FungiDB-42_AinvadansNJM9701.gff,42,Aphanomyces invadans NJM9701,NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aphanomyces invadans NJM9701,FungiDB 42 annotations for Aphanomyces invadans NJM9701,OrgDb,SQLiteFile,org.Aphanomyces_invadans_NJM9701.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aphanomyces_invadans_NJM9701.fungi.db.sqlite
3.9,FungiDB-42_AaculeatusATCC16872,11165,10477,GFF,http://FungiDB.org/common/downloads/release-42/AaculeatusATCC16872/gff/data/FungiDB-42_AaculeatusATCC16872.gff,42,Aspergillus aculeatus ATCC 16872,690307,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus aculeatus ATCC 16872,FungiDB 42 annotations for Aspergillus aculeatus ATCC 16872,OrgDb,SQLiteFile,org.Aspergillus_aculeatus_ATCC_16872.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_aculeatus_ATCC_16872.fungi.db.sqlite
3.9,FungiDB-42_AbrasiliensisCBS101740,13263,12094,GFF,http://FungiDB.org/common/downloads/release-42/AbrasiliensisCBS101740/gff/data/FungiDB-42_AbrasiliensisCBS101740.gff,42,Aspergillus brasiliensis CBS 101740,767769,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus brasiliensis CBS 101740,FungiDB 42 annotations for Aspergillus brasiliensis CBS 101740,OrgDb,SQLiteFile,org.Aspergillus_brasiliensis_CBS_101740.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_brasiliensis_CBS_101740.fungi.db.sqlite
3.9,FungiDB-42_AcampestrisIBT28561,9929,9064,GFF,http://FungiDB.org/common/downloads/release-42/AcampestrisIBT28561/gff/data/FungiDB-42_AcampestrisIBT28561.gff,42,Aspergillus campestris IBT 28561,1392248,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus campestris IBT 28561,FungiDB 42 annotations for Aspergillus campestris IBT 28561,OrgDb,SQLiteFile,org.Aspergillus_campestris_IBT_28561.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_campestris_IBT_28561.fungi.db.sqlite
3.9,FungiDB-42_AcarbonariusITEM5010,11735,10837,GFF,http://FungiDB.org/common/downloads/release-42/AcarbonariusITEM5010/gff/data/FungiDB-42_AcarbonariusITEM5010.gff,42,Aspergillus carbonarius ITEM 5010,602072,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus carbonarius ITEM 5010,FungiDB 42 annotations for Aspergillus carbonarius ITEM 5010,OrgDb,SQLiteFile,org.Aspergillus_carbonarius_ITEM_5010.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_carbonarius_ITEM_5010.fungi.db.sqlite
3.9,FungiDB-42_AclavatusNRRL1,9428,8889,GFF,http://FungiDB.org/common/downloads/release-42/AclavatusNRRL1/gff/data/FungiDB-42_AclavatusNRRL1.gff,42,Aspergillus clavatus NRRL 1,344612,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus clavatus NRRL 1,FungiDB 42 annotations for Aspergillus clavatus NRRL 1,OrgDb,SQLiteFile,org.Aspergillus_clavatus_NRRL_1.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_clavatus_NRRL_1.fungi.db.sqlite
3.9,FungiDB-42_AfischeriNRRL181,10678,10239,GFF,http://FungiDB.org/common/downloads/release-42/AfischeriNRRL181/gff/data/FungiDB-42_AfischeriNRRL181.gff,42,Aspergillus fischeri NRRL 181,331117,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus fischeri NRRL 181,FungiDB 42 annotations for Aspergillus fischeri NRRL 181,OrgDb,SQLiteFile,org.Aspergillus_fischeri_NRRL_181.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_fischeri_NRRL_181.fungi.db.sqlite
3.9,FungiDB-42_AflavusNRRL3357,13531,12596,GFF,http://FungiDB.org/common/downloads/release-42/AflavusNRRL3357/gff/data/FungiDB-42_AflavusNRRL3357.gff,42,Aspergillus flavus NRRL3357,332952,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus flavus NRRL3357,FungiDB 42 annotations for Aspergillus flavus NRRL3357,OrgDb,SQLiteFile,org.Aspergillus_flavus_NRRL3357.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_flavus_NRRL3357.fungi.db.sqlite
3.9,FungiDB-42_AfumigatusA1163,10106,9846,GFF,http://FungiDB.org/common/downloads/release-42/AfumigatusA1163/gff/data/FungiDB-42_AfumigatusA1163.gff,42,Aspergillus fumigatus A1163,451804,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus fumigatus A1163,FungiDB 42 annotations for Aspergillus fumigatus A1163,OrgDb,SQLiteFile,org.Aspergillus_fumigatus_A1163.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_fumigatus_A1163.fungi.db.sqlite
3.9,FungiDB-42_AfumigatusAf293,10130,9834,GFF,http://FungiDB.org/common/downloads/release-42/AfumigatusAf293/gff/data/FungiDB-42_AfumigatusAf293.gff,42,Aspergillus fumigatus Af293,330879,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus fumigatus Af293,FungiDB 42 annotations for Aspergillus fumigatus Af293,OrgDb,SQLiteFile,org.Aspergillus_fumigatus_Af293.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_fumigatus_Af293.fungi.db.sqlite
3.9,FungiDB-42_AglaucusCBS516.65,11429,10202,GFF,http://FungiDB.org/common/downloads/release-42/AglaucusCBS516.65/gff/data/FungiDB-42_AglaucusCBS516.65.gff,42,Aspergillus glaucus CBS 516.65,1160497,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus glaucus CBS 516.65,FungiDB 42 annotations for Aspergillus glaucus CBS 516.65,OrgDb,SQLiteFile,org.Aspergillus_glaucus_CBS_516_65.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_glaucus_CBS_516_65.fungi.db.sqlite
3.9,FungiDB-42_AkawachiiIFO4308,11755,11390,GFF,http://FungiDB.org/common/downloads/release-42/AkawachiiIFO4308/gff/data/FungiDB-42_AkawachiiIFO4308.gff,42,Aspergillus kawachii IFO 4308,1033177,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus kawachii IFO 4308,FungiDB 42 annotations for Aspergillus kawachii IFO 4308,OrgDb,SQLiteFile,org.Aspergillus_kawachii_IFO_4308.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_kawachii_IFO_4308.fungi.db.sqlite
3.9,FungiDB-42_AluchuensisCBS106.47,13784,12644,GFF,http://FungiDB.org/common/downloads/release-42/AluchuensisCBS106.47/gff/data/FungiDB-42_AluchuensisCBS106.47.gff,42,Aspergillus luchuensis CBS 106.47,1137211,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus luchuensis CBS 106.47,FungiDB 42 annotations for Aspergillus luchuensis CBS 106.47,OrgDb,SQLiteFile,org.Aspergillus_luchuensis_CBS_106_47.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_luchuensis_CBS_106_47.fungi.db.sqlite
3.9,FungiDB-42_AnidulansFGSCA4,10988,10736,GFF,http://FungiDB.org/common/downloads/release-42/AnidulansFGSCA4/gff/data/FungiDB-42_AnidulansFGSCA4.gff,42,Aspergillus nidulans FGSC A4,227321,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus nidulans FGSC A4,FungiDB 42 annotations for Aspergillus nidulans FGSC A4,OrgDb,SQLiteFile,org.Aspergillus_nidulans_FGSC_A4.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_nidulans_FGSC_A4.fungi.db.sqlite
3.9,FungiDB-42_AnigerATCC1015,12186,11581,GFF,http://FungiDB.org/common/downloads/release-42/AnigerATCC1015/gff/data/FungiDB-42_AnigerATCC1015.gff,42,Aspergillus niger ATCC 1015,380704,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus niger ATCC 1015,FungiDB 42 annotations for Aspergillus niger ATCC 1015,OrgDb,SQLiteFile,org.Aspergillus_niger_ATCC_1015.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_niger_ATCC_1015.fungi.db.sqlite
3.9,FungiDB-42_AnigerCBS513-88,14403,12008,GFF,http://FungiDB.org/common/downloads/release-42/AnigerCBS513-88/gff/data/FungiDB-42_AnigerCBS513-88.gff,42,Aspergillus niger CBS 513.88,425011,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus niger CBS 513.88,FungiDB 42 annotations for Aspergillus niger CBS 513.88,OrgDb,SQLiteFile,org.Aspergillus_niger_CBS_513_88.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_niger_CBS_513_88.fungi.db.sqlite
3.9,FungiDB-42_AnigerN402ATCC64974,11463,11143,GFF,http://FungiDB.org/common/downloads/release-42/AnigerN402ATCC64974/gff/data/FungiDB-42_AnigerN402ATCC64974.gff,42,Aspergillus niger strain N402 (ATCC64974),NA,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus niger strain N402 (ATCC64974),FungiDB 42 annotations for Aspergillus niger strain N402 (ATCC64974),OrgDb,SQLiteFile,org.Aspergillus_niger_strain_N402_(ATCC64974).fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_niger_strain_N402_(ATCC64974).fungi.db.sqlite
3.9,FungiDB-42_AnovofumigatusIBT16806,11729,10843,GFF,http://FungiDB.org/common/downloads/release-42/AnovofumigatusIBT16806/gff/data/FungiDB-42_AnovofumigatusIBT16806.gff,42,Aspergillus novofumigatus IBT 16806,1392255,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus novofumigatus IBT 16806,FungiDB 42 annotations for Aspergillus novofumigatus IBT 16806,OrgDb,SQLiteFile,org.Aspergillus_novofumigatus_IBT_16806.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_novofumigatus_IBT_16806.fungi.db.sqlite
3.9,FungiDB-42_AochraceoroseusIBT24754,9070,8173,GFF,http://FungiDB.org/common/downloads/release-42/AochraceoroseusIBT24754/gff/data/FungiDB-42_AochraceoroseusIBT24754.gff,42,Aspergillus ochraceoroseus IBT 24754,1392256,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus ochraceoroseus IBT 24754,FungiDB 42 annotations for Aspergillus ochraceoroseus IBT 24754,OrgDb,SQLiteFile,org.Aspergillus_ochraceoroseus_IBT_24754.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_ochraceoroseus_IBT_24754.fungi.db.sqlite
3.9,FungiDB-42_AoryzaeRIB40,12364,12059,GFF,http://FungiDB.org/common/downloads/release-42/AoryzaeRIB40/gff/data/FungiDB-42_AoryzaeRIB40.gff,42,Aspergillus oryzae RIB40,510516,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus oryzae RIB40,FungiDB 42 annotations for Aspergillus oryzae RIB40,OrgDb,SQLiteFile,org.Aspergillus_oryzae_RIB40.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_oryzae_RIB40.fungi.db.sqlite
3.9,FungiDB-42_AsteyniiIBT23096,13430,12114,GFF,http://FungiDB.org/common/downloads/release-42/AsteyniiIBT23096/gff/data/FungiDB-42_AsteyniiIBT23096.gff,42,Aspergillus steynii IBT 23096,1392250,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus steynii IBT 23096,FungiDB 42 annotations for Aspergillus steynii IBT 23096,OrgDb,SQLiteFile,org.Aspergillus_steynii_IBT_23096.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_steynii_IBT_23096.fungi.db.sqlite
3.9,FungiDB-42_AsydowiiCBS593.65,13717,12745,GFF,http://FungiDB.org/common/downloads/release-42/AsydowiiCBS593.65/gff/data/FungiDB-42_AsydowiiCBS593.65.gff,42,Aspergillus sydowii CBS 593.65,1036612,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus sydowii CBS 593.65,FungiDB 42 annotations for Aspergillus sydowii CBS 593.65,OrgDb,SQLiteFile,org.Aspergillus_sydowii_CBS_593_65.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_sydowii_CBS_593_65.fungi.db.sqlite
3.9,FungiDB-42_AterreusNIH2624,10551,9970,GFF,http://FungiDB.org/common/downloads/release-42/AterreusNIH2624/gff/data/FungiDB-42_AterreusNIH2624.gff,42,Aspergillus terreus NIH2624,341663,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus terreus NIH2624,FungiDB 42 annotations for Aspergillus terreus NIH2624,OrgDb,SQLiteFile,org.Aspergillus_terreus_NIH2624.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_terreus_NIH2624.fungi.db.sqlite
3.9,FungiDB-42_AtubingensisCBS134.48,12592,11591,GFF,http://FungiDB.org/common/downloads/release-42/AtubingensisCBS134.48/gff/data/FungiDB-42_AtubingensisCBS134.48.gff,42,Aspergillus tubingensis CBS 134.48,767770,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus tubingensis CBS 134.48,FungiDB 42 annotations for Aspergillus tubingensis CBS 134.48,OrgDb,SQLiteFile,org.Aspergillus_tubingensis_CBS_134_48.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_tubingensis_CBS_134_48.fungi.db.sqlite
3.9,FungiDB-42_AversicolorCBS583.65,13364,12493,GFF,http://FungiDB.org/common/downloads/release-42/AversicolorCBS583.65/gff/data/FungiDB-42_AversicolorCBS583.65.gff,42,Aspergillus versicolor CBS 583.65,1036611,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus versicolor CBS 583.65,FungiDB 42 annotations for Aspergillus versicolor CBS 583.65,OrgDb,SQLiteFile,org.Aspergillus_versicolor_CBS_583_65.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_versicolor_CBS_583_65.fungi.db.sqlite
3.9,FungiDB-42_AwentiiDTO134E9,12659,11491,GFF,http://FungiDB.org/common/downloads/release-42/AwentiiDTO134E9/gff/data/FungiDB-42_AwentiiDTO134E9.gff,42,Aspergillus wentii DTO 134E9,1073089,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus wentii DTO 134E9,FungiDB 42 annotations for Aspergillus wentii DTO 134E9,OrgDb,SQLiteFile,org.Aspergillus_wentii_DTO_134E9.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_wentii_DTO_134E9.fungi.db.sqlite
3.9,FungiDB-42_AzonataCBS506.65,10027,9148,GFF,http://FungiDB.org/common/downloads/release-42/AzonataCBS506.65/gff/data/FungiDB-42_AzonataCBS506.65.gff,42,Aspergillus zonatus CBS 506.65,1073090,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Aspergillus zonatus CBS 506.65,FungiDB 42 annotations for Aspergillus zonatus CBS 506.65,OrgDb,SQLiteFile,org.Aspergillus_zonatus_CBS_506_65.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Aspergillus_zonatus_CBS_506_65.fungi.db.sqlite
3.9,FungiDB-42_BdendrobatidisJEL423,8897,7310,GFF,http://FungiDB.org/common/downloads/release-42/BdendrobatidisJEL423/gff/data/FungiDB-42_BdendrobatidisJEL423.gff,42,Batrachochytrium dendrobatidis JEL423,403673,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Batrachochytrium dendrobatidis JEL423,FungiDB 42 annotations for Batrachochytrium dendrobatidis JEL423,OrgDb,SQLiteFile,org.Batrachochytrium_dendrobatidis_JEL423.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Batrachochytrium_dendrobatidis_JEL423.fungi.db.sqlite
3.9,FungiDB-42_BcinereaB05-10,12073,10605,GFF,http://FungiDB.org/common/downloads/release-42/BcinereaB05-10/gff/data/FungiDB-42_BcinereaB05-10.gff,42,Botrytis cinerea B05.10,332648,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,"Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi",Genome wide annotations for Botrytis cinerea B05.10,FungiDB 42 annotations for Botrytis cinerea B05.10,OrgDb,SQLiteFile,org.Botrytis_cinerea_B05_10.fungi.db.sqlite,EuPathDB/OrgDb/3.9/org.Botrytis_cinerea_B05_10.fungi.db.sqlite
